T:\DATA_2019\Etude_supercarburants_SVI\ech_01_hydro.D Fri Jan 10 12:35:05 2020,
Start of data points,Area
14.485,160490
14.48882,137658
14.49262,121489
14.49643,107285
14.50025,94268
14.50407,83857
14.50788,76120
14.51168,69738
14.5155,64826
14.51932,61555
14.52313,58930
14.52693,57204
14.53075,56086
14.53457,56091
14.53838,56708
14.54218,58012
14.546,59880
14.54982,61182
14.55363,63320
14.55743,65000
14.56125,68049
14.56507,73262
14.56888,86024
14.57268,114707
14.5765,177941
14.58032,301756
14.58413,510638
14.58793,832648
14.59175,1298795
14.59557,1899164
14.59938,2592254
14.60318,3313244
14.607,3992459
14.61082,4537580
14.61463,4820451
14.61845,4744130
14.62225,4335192
14.62607,3707945
14.62988,2971807
14.6337,2255882
14.6375,1606896
14.64132,1098511
14.64513,730132
14.64895,480817
14.65275,321650
14.65657,224925
14.66038,169558
14.6642,136597
14.668,115904
14.67182,102014
14.67563,93044
14.67945,87786
14.68325,85743
14.68707,85644
14.69088,86375
14.6947,87263
14.6985,88558
14.70232,91058
14.70613,94758
14.70995,100135
14.71375,104328
14.71757,108786
14.72138,108418
14.7252,104951
14.72902,99811
14.73282,93017
14.73663,84829
14.74045,77035
14.74427,72054
14.74807,71099
14.75188,75489
14.7557,86016
14.75952,104216
14.76332,129863
14.76713,160666
14.77095,194480
14.77477,226524
14.77857,249842
14.78238,261241
14.7862,257460
14.79002,239549
14.79382,211023
14.79763,176091
14.80145,139402
14.80527,109043
14.80907,83828
14.81288,67494
14.8167,57920
14.82052,54737
14.82432,54830
14.82813,58088
14.83195,63528
14.83577,68703
14.83957,73054
14.84338,75579
14.8472,75638
14.85102,73008
14.85483,68728
14.85863,62931
14.86245,56749
14.86627,51515
14.87008,47757
14.87388,45287
14.8777,44120
14.88152,44211
14.88533,44607
14.88913,45090
14.89295,45186
14.89677,45043
14.90058,45265
14.90438,46246
14.9082,48585
14.91202,51998
14.91583,56583
14.91963,61503
14.92345,65656
14.92727,68148
14.93108,69228
14.93488,69296
14.9387,68329
14.94252,66943
14.94633,65271
14.95013,64727
14.95395,65135
14.95777,67659
14.96158,71025
14.9654,78051
14.9692,84256
14.97302,91165
14.97683,97354
14.98065,103244
14.98445,108527
14.98827,113638
14.99208,118748
14.9959,125164
14.9997,132187
15.00352,138822
15.00733,144796
15.01115,148159
15.01495,146781
15.01877,141712
15.02258,135273
15.0264,131163
15.0302,128643
15.03402,126131
15.03783,121032
15.04165,114392
15.04545,105776
15.04927,94440
15.05308,83105
15.0569,71488
15.0607,61518
15.06452,53611
15.06833,47609
15.07215,43359
15.07597,41092
15.07977,41368
15.08358,44194
15.0874,50189
15.09122,58989
15.09502,70330
15.09883,82782
15.10265,96734
15.10647,110348
15.11027,122378
15.11408,135895
15.1179,153222
15.12172,179165
15.12552,226269
15.12933,297568
15.13315,392987
15.13697,513471
15.14077,642925
15.14458,763368
15.1484,861766
15.15222,910255
15.15602,891609
15.15983,811129
15.16365,691606
15.16747,559059
15.17127,424896
15.17508,310591
15.1789,218252
15.18272,155460
15.18652,117267
15.19033,95049
15.19415,81018
15.19797,71770
15.20178,65164
15.20558,60445
15.2094,57408
15.21322,55700
15.21703,54680
15.22083,54662
15.22465,55814
15.22847,57522
15.23228,60191
15.23608,62448
15.2399,63802
15.24372,62664
15.24753,59389
15.25133,55133
15.25515,50365
15.25897,45921
15.26278,41821
15.26658,38315
15.2704,35665
15.27422,33997
15.27803,33437
15.28183,33240
15.28565,32986
15.28947,32840
15.29328,33284
15.29708,33968
15.3009,34984
15.30472,35737
15.30853,36226
15.31235,36905
15.31615,37515
15.31997,37997
15.32378,38741
15.3276,39725
15.3314,41382
15.33522,44485
15.33903,51675
15.34285,68789
15.34665,107042
15.35047,188649
15.35428,333912
15.3581,576473
15.3619,943162
15.36572,1441415
15.36953,2057725
15.37335,2720197
15.37715,3321647
15.38097,3754405
15.38478,3938157
15.3886,3831262
15.3924,3447149
15.39622,2861112
15.40003,2191290
15.40385,1553771
15.40765,1028360
15.41147,647274
15.41528,398123
15.4191,245531
15.42292,158869
15.42672,113046
15.43053,88111
15.43435,74618
15.43817,69641
15.44197,74129
15.44578,94719
15.4496,144069
15.45342,250651
15.45722,450966
15.46103,785067
15.46485,1293892
15.46867,1988848
15.47247,2833012
15.47628,3727615
15.4801,4536697
15.48392,5086527
15.48772,5260056
15.49153,5051506
15.49535,4498965
15.49917,3720890
15.50297,2828465
15.50678,2003554
15.5106,1323865
15.51442,815457
15.51822,470906
15.52203,263508
15.52585,151698
15.52967,96270
15.53347,70891
15.53728,60222
15.5411,55905
15.54492,53618
15.54873,50765
15.55253,48112
15.55635,45484
15.56017,43328
15.56398,42088
15.56778,42007
15.5716,43359
15.57542,46781
15.57923,50954
15.58303,55938
15.58685,61800
15.59067,67234
15.59448,71078
15.59828,72686
15.6021,71585
15.60592,68111
15.60973,63281
15.61353,58672
15.61735,53945
15.62117,49857
15.62498,47314
15.62878,45630
15.6326,44418
15.63642,43798
15.64023,43996
15.64403,45633
15.64785,47133
15.65167,48550
15.65548,49540
15.6593,50034
15.6631,49582
15.66692,47864
15.67073,46077
15.67455,43899
15.67835,41792
15.68217,40018
15.68598,38694
15.6898,37479
15.6936,39134
15.69742,41337
15.70123,44298
15.70505,48352
15.70885,52831
15.71267,56287
15.71648,57848
15.7203,57585
15.7241,55748
15.72792,52646
15.73173,48715
15.73555,45700
15.73935,43700
15.74317,43487
15.74698,44240
15.7508,45521
15.7546,46515
15.75842,47818
15.76223,48314
15.76605,48929
15.76987,48913
15.77367,47467
15.77748,45404
15.7813,43008
15.78512,40834
15.78892,40339
15.79273,40405
15.79655,40916
15.80037,41197
15.80417,42346
15.80798,43869
15.8118,43808
15.81562,43137
15.81942,40924
15.82323,40131
15.82705,38517
15.83087,37581
15.83467,37327
15.83848,37629
15.8423,37963
15.84612,38400
15.84992,39923
15.85373,42137
15.85755,44393
15.86137,48906
15.86517,56202
15.86898,67770
15.8728,83101
15.87662,101347
15.88042,127139
15.88423,158609
15.88805,198651
15.89187,249932
15.89568,317479
15.89948,402556
15.9033,500402
15.90712,598725
15.91093,680283
15.91473,724379
15.91855,716323
15.92237,657917
15.92618,562109
15.92998,445973
15.9338,329029
15.93762,227268
15.94143,148808
15.94523,96871
15.94905,66852
15.95287,50252
15.95668,41669
15.96048,37735
15.9643,35985
15.96812,34810
15.97193,34020
15.97573,33463
15.97955,33262
15.98337,33509
15.98718,34117
15.99098,34192
15.9948,34015
15.99862,35484
16.00243,38706
16.00625,44819
16.01005,57094
16.01387,76140
16.01768,101299
16.0215,132201
16.0253,164537
16.02912,191996
16.03293,212183
16.03675,219599
16.04055,216346
16.04437,207421
16.04818,200127
16.052,197214
16.0558,202338
16.05962,215591
16.06343,233906
16.06725,246888
16.07105,247342
16.07487,232140
16.07868,206311
16.0825,177509
16.0863,150995
16.09012,128550
16.09393,111124
16.09775,96572
16.10155,84543
16.10537,74727
16.10918,67490
16.113,62579
16.11682,61232
16.12062,65461
16.12443,77981
16.12825,101655
16.13207,142281
16.13587,208285
16.13968,306365
16.1435,438773
16.14732,597012
16.15112,757036
16.15493,890837
16.15875,969608
16.16257,977070
16.16637,911446
16.17018,794944
16.174,658601
16.17782,532932
16.18162,444910
16.18543,419348
16.18925,476024
16.19307,623335
16.19687,836405
16.20068,1097798
16.2045,1341322
16.20832,1517647
16.21212,1581357
16.21593,1522407
16.21975,1361940
16.22357,1139510
16.22738,896424
16.23118,664470
16.235,470761
16.23882,322049
16.24263,219605
16.24643,154126
16.25025,115966
16.25407,96076
16.25788,85801
16.26168,81538
16.2655,78825
16.26932,74565
16.27313,70254
16.27693,65648
16.28075,62065
16.28457,59418
16.28838,58416
16.29218,59112
16.296,61052
16.29982,64594
16.30363,69922
16.30743,78222
16.31125,90149
16.31507,105241
16.31888,121579
16.32268,135865
16.3265,144804
16.33032,145972
16.33413,138430
16.33793,125350
16.34175,108254
16.34557,90442
16.34938,75380
16.3532,63725
16.357,56435
16.36082,51823
16.36463,49947
16.36845,50351
16.37225,51396
16.37607,55567
16.37988,62857
16.3837,74711
16.3875,91890
16.39132,112323
16.39513,132884
16.39895,149425
16.40275,159175
16.40657,160661
16.41038,155908
16.4142,144829
16.418,128436
16.42182,112370
16.42563,100326
16.42945,93177
16.43325,93029
16.43707,99983
16.44088,110581
16.4447,120986
16.4485,127669
16.45232,128178
16.45613,121769
16.45995,110178
16.46377,96591
16.46757,86068
16.47138,81126
16.4752,87041
16.47902,100671
16.48282,122038
16.48663,145943
16.49045,167389
16.49427,180492
16.49807,182129
16.50188,171986
16.5057,152469
16.50952,128543
16.51332,104940
16.51713,86752
16.52095,75600
16.52477,72082
16.52857,72259
16.53238,74789
16.5362,75676
16.54002,74337
16.54382,72168
16.54763,70519
16.55145,71364
16.55527,77761
16.55907,91538
16.56288,110886
16.5667,131537
16.57052,149811
16.57433,161462
16.57813,162355
16.58195,154448
16.58577,138622
16.58958,117577
16.59338,95370
16.5972,75949
16.60102,60704
16.60483,50068
16.60863,42656
16.61245,37125
16.61627,34741
16.62008,34486
16.62388,34367
16.6277,34730
16.63152,35647
16.63533,36950
16.63913,38500
16.64295,39685
16.64677,40736
16.65058,41469
16.65438,42466
16.6582,44146
16.66202,47853
16.66583,53891
16.66963,63847
16.67345,80417
16.67727,104739
16.68108,136257
16.68488,169228
16.6887,200059
16.69252,219199
16.69633,222095
16.70015,207442
16.70395,178324
16.70777,142063
16.71158,106680
16.7154,78865
16.7192,59154
16.72302,46652
16.72683,40026
16.73065,36242
16.73445,34839
16.73827,34169
16.74208,34119
16.7459,34357
16.7497,34569
16.75352,34042
16.75733,34218
16.76115,34453
16.76495,35123
16.76877,36269
16.77258,36882
16.7764,37616
16.7802,38046
16.78402,38746
16.78783,39197
16.79165,39059
16.79545,38982
16.79927,38490
16.80308,37727
16.8069,37848
16.81072,37894
16.81452,37953
16.81833,38673
16.82215,40713
16.82597,48998
16.82977,66945
16.83358,102973
16.8374,171971
16.84122,289929
16.84502,466947
16.84883,706679
16.85265,993599
16.85647,1293588
16.86027,1548711
16.86408,1704386
16.8679,1729960
16.87172,1618307
16.87552,1386376
16.87933,1084525
16.88315,780703
16.88697,525672
16.89077,335908
16.89458,207950
16.8984,129249
16.90222,86161
16.90602,63423
16.90983,51996
16.91365,46648
16.91747,44446
16.92128,44451
16.92508,49115
16.9289,56213
16.93272,66323
16.93653,77651
16.94033,90290
16.94415,100372
16.94797,107218
16.95178,107517
16.95558,100933
16.9594,91172
16.96322,80463
16.96703,71200
16.97083,64790
16.97465,62132
16.97847,63386
16.98228,66169
16.98608,67311
16.9899,66238
16.99372,63410
16.99753,60310
17.00133,57589
17.00515,55363
17.00897,54104
17.01278,53238
17.01658,52131
17.0204,51048
17.02422,49198
17.02803,47989
17.03183,47807
17.03565,49980
17.03947,54277
17.04328,61268
17.0471,69759
17.0509,78490
17.05472,85716
17.05853,89747
17.06235,89525
17.06615,86171
17.06997,80551
17.07378,73541
17.0776,66528
17.0814,60159
17.08522,55190
17.08903,51215
17.09285,47571
17.09665,45517
17.10047,43473
17.10428,41503
17.1081,39741
17.1119,38543
17.11572,38191
17.11953,39605
17.12335,43120
17.12715,51766
17.13097,67325
17.13478,90198
17.1386,123457
17.1424,163876
17.14622,208572
17.15003,247778
17.15385,272137
17.15767,281702
17.16147,274553
17.16528,248834
17.1691,215272
17.17292,184167
17.17672,158308
17.18053,141693
17.18435,136834
17.18817,141194
17.19197,153262
17.19578,167664
17.1996,177095
17.20342,174417
17.20722,159829
17.21103,137071
17.21485,109735
17.21867,83953
17.22247,63626
17.22628,50020
17.2301,41673
17.23392,36779
17.23772,34302
17.24153,33506
17.24535,33409
17.24917,33781
17.25297,35030
17.25678,36826
17.2606,39432
17.26442,42799
17.26823,46784
17.27203,50187
17.27585,52073
17.27967,52218
17.28348,51402
17.28728,50261
17.2911,49094
17.29492,48271
17.29873,46700
17.30253,44888
17.30635,43447
17.31017,41020
17.31398,39885
17.31778,37871
17.3216,35852
17.32542,35134
17.32923,35321
17.33303,34834
17.33685,34086
17.34067,33867
17.34448,34362
17.34828,35275
17.3521,37839
17.35592,42917
17.35973,51475
17.36353,66235
17.36735,86316
17.37117,111268
17.37498,135239
17.37878,153919
17.3826,161501
17.38642,157147
17.39023,142597
17.39405,121348
17.39785,96686
17.40167,75167
17.40548,58032
17.4093,46922
17.4131,40797
17.41692,39358
17.42073,41010
17.42455,44454
17.42835,48279
17.43217,51981
17.43598,54464
17.4398,54640
17.4436,52628
17.44742,48920
17.45123,44888
17.45505,40890
17.45885,38968
17.46267,38429
17.46648,38867
17.4703,39590
17.4741,40964
17.47792,41816
17.48173,42539
17.48555,43224
17.48935,43328
17.49317,43651
17.49698,44072
17.5008,44630
17.50462,45447
17.50842,46691
17.51223,48038
17.51605,48717
17.51987,48904
17.52367,48047
17.52748,47887
17.5313,49185
17.53512,50612
17.53892,51967
17.54273,53421
17.54655,53764
17.55037,52530
17.55417,50203
17.55798,47007
17.5618,43957
17.56562,41771
17.56942,40665
17.57323,40163
17.57705,39878
17.58087,40237
17.58467,40436
17.58848,40441
17.5923,40621
17.59612,40586
17.59992,40705
17.60373,41264
17.60755,41919
17.61137,42441
17.61518,42463
17.61898,42911
17.6228,44317
17.62662,47044
17.63043,51328
17.63423,56172
17.63805,60488
17.64187,63740
17.64568,64990
17.64948,64359
17.6533,63164
17.65712,62343
17.66093,61961
17.66473,61408
17.66855,61218
17.67237,60454
17.67618,59221
17.67998,56177
17.6838,54321
17.68762,52913
17.69143,54327
17.69523,58052
17.69905,61308
17.70287,63609
17.70668,63429
17.71048,60838
17.7143,56370
17.71812,50109
17.72193,44856
17.72575,40585
17.72955,37652
17.73337,36531
17.73718,36504
17.741,37238
17.7448,37452
17.74862,37094
17.75243,37233
17.75625,37804
17.76005,37434
17.76387,36691
17.76768,35431
17.7715,34714
17.7753,34388
17.77912,33990
17.78293,34249
17.78675,34030
17.79055,34691
17.79437,35735
17.79818,37923
17.802,41414
17.8058,45724
17.80962,51189
17.81343,57143
17.81725,62082
17.82105,66456
17.82487,68865
17.82868,70116
17.8325,72728
17.8363,77110
17.84012,83073
17.84393,89155
17.84775,93990
17.85157,93945
17.85537,89808
17.85918,82563
17.863,75551
17.86682,69417
17.87062,64663
17.87443,61319
17.87825,58367
17.88207,55996
17.88587,53522
17.88968,50574
17.8935,47464
17.89732,44967
17.90112,42921
17.90493,41580
17.90875,40837
17.91257,40541
17.91637,40278
17.92018,39931
17.924,39840
17.92782,40294
17.93162,40823
17.93543,40682
17.93925,40928
17.94307,40663
17.94687,39798
17.95068,38990
17.9545,38024
17.95832,37266
17.96213,36451
17.96593,35830
17.96975,35533
17.97357,35733
17.97738,36181
17.98118,36679
17.985,37624
17.98882,39025
17.99263,41218
17.99643,43880
18.00025,47583
18.00407,51812
18.00788,56699
18.01168,60014
18.0155,60483
18.01932,58136
18.02313,54370
18.02693,49827
18.03075,45925
18.03457,41921
18.03838,38837
18.04218,36049
18.046,34691
18.04982,33549
18.05363,33474
18.05743,33823
18.06125,34405
18.06507,35296
18.06888,36568
18.0727,37671
18.0765,40223
18.08032,44399
18.08413,51712
18.08795,63266
18.09175,81125
18.09557,104143
18.09938,132910
18.1032,161285
18.107,183934
18.11082,194947
18.11463,191124
18.11845,173538
18.12225,148336
18.12607,121237
18.12988,97249
18.1337,78540
18.1375,64625
18.14132,55102
18.14513,49149
18.14895,45776
18.15275,43723
18.15657,42903
18.16038,42305
18.1642,41591
18.168,41815
18.17182,43163
18.17563,44406
18.17945,44865
18.18325,45009
18.18707,44623
18.19088,43459
18.1947,41972
18.19852,40641
18.20232,39603
18.20613,39314
18.20995,40341
18.21377,43585
18.21757,47721
18.22138,52084
18.2252,55543
18.22902,57701
18.23282,59637
18.23663,60505
18.24045,58845
18.24427,56196
18.24807,54447
18.25188,53438
18.2557,54313
18.25952,55881
18.26332,57230
18.26713,57550
18.27095,56600
18.27477,54439
18.27857,52392
18.28238,50256
18.2862,48886
18.29002,47034
18.29382,45562
18.29763,44592
18.30145,43537
18.30527,42191
18.30908,41139
18.31288,40505
18.3167,40315
18.32052,41814
18.32433,45347
18.32813,52117
18.33195,62901
18.33577,76999
18.33958,93366
18.34338,108398
18.3472,118970
18.35102,123361
18.35483,122508
18.35863,114904
18.36245,102883
18.36627,91049
18.37008,82202
18.37388,76656
18.3777,74251
18.38152,74866
18.38533,76613
18.38913,78917
18.39295,81466
18.39677,84203
18.40058,85999
18.40438,85370
18.4082,82842
18.41202,78570
18.41583,71290
18.41965,64486
18.42345,58850
18.42727,53860
18.43108,50187
18.4349,48239
18.4387,47013
18.44252,47273
18.44633,48313
18.45015,49340
18.45395,49925
18.45777,49850
18.46158,48878
18.4654,47369
18.4692,44924
18.47302,42908
18.47683,40573
18.48065,39215
18.48445,38887
18.48827,39375
18.49208,39278
18.4959,38815
18.4997,38331
18.50352,37941
18.50733,37610
18.51115,37138
18.51495,37488
18.51877,38409
18.52258,38232
18.5264,38798
18.5302,40183
18.53402,41126
18.53783,41693
18.54165,43295
18.54547,45661
18.54927,48767
18.55308,52353
18.5569,55574
18.56072,58723
18.56452,61413
18.56833,62836
18.57215,61570
18.57597,58981
18.57977,55324
18.58358,52380
18.5874,49465
18.59122,46785
18.59502,44629
18.59883,42732
18.60265,41053
18.60647,40775
18.61027,41985
18.61408,46300
18.6179,53961
18.62172,65371
18.62552,80800
18.62933,97954
18.63315,114267
18.63697,128200
18.64077,135216
18.64458,134650
18.6484,128583
18.65222,120766
18.65603,115118
18.65983,114499
18.66365,118582
18.66747,120611
18.67128,118070
18.67508,110028
18.6789,97740
18.68272,83289
18.68653,68701
18.69033,58097
18.69415,49815
18.69797,44449
18.70178,39854
18.70558,37670
18.7094,36689
18.71322,36145
18.71703,35635
18.72083,36220
18.72465,36833
18.72847,38336
18.73228,40187
18.73608,42601
18.7399,45449
18.74372,47004
18.74753,47650
18.75133,47852
18.75515,47210
18.75897,45593
18.76278,44199
18.7666,43793
18.7704,41661
18.77422,39303
18.77803,37100
18.78185,36160
18.78565,36300
18.78947,36098
18.79328,36328
18.7971,37356
18.8009,38407
18.80472,40267
18.80853,40681
18.81235,40951
18.81615,40605
18.81997,40869
18.82378,41523
18.8276,43415
18.8314,45293
18.83522,49332
18.83903,58803
18.84285,79877
18.84665,120343
18.85047,188311
18.85428,298700
18.8581,460582
18.8619,652971
18.86572,842426
18.86953,998910
18.87335,1072616
18.87715,1033597
18.88097,932907
18.88478,761059
18.8886,564863
18.89242,401274
18.89622,279605
18.90003,197882
18.90385,144084
18.90767,109279
18.91147,85956
18.91528,70321
18.9191,60266
18.92292,53033
18.92672,48530
18.93053,46363
18.93435,44489
18.93817,43668
18.94197,43826
18.94578,43705
18.9496,44306
18.95342,43759
18.95722,43348
18.96103,42326
18.96485,42141
18.96867,41358
18.97247,40084
18.97628,39308
18.9801,39798
18.98392,40746
18.98772,42813
18.99153,45276
18.99535,47236
18.99917,48888
19.00298,49911
19.00678,50948
19.0106,50930
19.01442,49393
19.01823,47023
19.02203,44806
19.02585,42859
19.02967,40814
19.03348,39264
19.03728,37788
19.0411,36699
19.04492,36517
19.04873,36853
19.05253,37248
19.05635,37724
19.06017,38569
19.06398,38761
19.06778,39978
19.0716,40329
19.07542,39966
19.07923,39745
19.08303,39311
19.08685,38916
19.09067,38751
19.09448,39378
19.09828,40097
19.1021,40980
19.10592,40919
19.10973,40592
19.11355,41389
19.11735,43754
19.12117,50091
19.12498,64962
19.1288,92323
19.1326,137768
19.13642,203299
19.14023,293629
19.14405,381687
19.14785,459443
19.15167,509514
19.15548,507375
19.1593,458776
19.1631,378423
19.16692,284215
19.17073,199827
19.17455,140217
19.17835,96404
19.18217,69367
19.18598,53941
19.1898,46756
19.1936,43300
19.19742,41854
19.20123,40652
19.20505,39871
19.20885,39591
19.21267,39344
19.21648,39167
19.2203,39284
19.22412,39606
19.22792,40878
19.23173,43088
19.23555,45647
19.23937,48002
19.24317,49954
19.24698,51397
19.2508,52200
19.25462,53126
19.25842,54391
19.26223,54524
19.26605,53360
19.26987,52590
19.27367,53146
19.27748,53257
19.2813,53629
19.28512,54058
19.28892,54260
19.29273,54073
19.29655,53412
19.30037,52254
19.30417,50920
19.30798,49289
19.3118,47504
19.31562,47093
19.31942,47786
19.32323,49191
19.32705,49754
19.33087,49799
19.33467,49835
19.33848,49099
19.3423,48024
19.34612,46530
19.34993,45789
19.35373,45100
19.35755,44967
19.36137,44462
19.36518,43840
19.36898,42371
19.3728,41343
19.37662,41208
19.38043,41239
19.38423,41877
19.38805,43096
19.39187,44541
19.39568,45612
19.39948,46641
19.4033,48072
19.40712,49372
19.41093,49791
19.41473,49131
19.41855,48394
19.42237,47923
19.42618,47659
19.42998,47405
19.4338,48097
19.43762,49463
19.44143,51135
19.44523,51822
19.44905,51634
19.45287,51312
19.45668,51720
19.4605,51239
19.4643,49157
19.46812,46257
19.47193,42949
19.47575,41448
19.47955,39983
19.48337,38539
19.48718,37908
19.491,38576
19.4948,40001
19.49862,42796
19.50243,47623
19.50625,54506
19.51005,63646
19.51387,72662
19.51768,78800
19.5215,81372
19.5253,80128
19.52912,74152
19.53293,64891
19.53675,55682
19.54055,47929
19.54437,42852
19.54818,40059
19.552,39089
19.5558,38537
19.55962,38272
19.56343,38139
19.56725,38830
19.57107,40737
19.57487,42596
19.57868,46332
19.5825,48958
19.58632,51587
19.59012,54413
19.59393,56838
19.59775,58337
19.60157,58582
19.60537,57171
19.60918,54031
19.613,49957
19.61682,46773
19.62062,44503
19.62443,44599
19.62825,45702
19.63207,49236
19.63587,59341
19.63968,82943
19.6435,128746
19.64732,199388
19.65112,290225
19.65493,383308
19.65875,449468
19.66257,465040
19.66637,427071
19.67018,352840
19.674,267847
19.67782,191877
19.68162,135968
19.68543,100326
19.68925,80342
19.69307,70034
19.69688,65557
19.70068,62919
19.7045,61893
19.70832,59860
19.71213,57194
19.71593,54929
19.71975,53076
19.72357,51226
19.72738,49434
19.73118,48017
19.735,47761
19.73882,48405
19.74263,49310
19.74643,49779
19.75025,49942
19.75407,49826
19.75788,49789
19.76168,49710
19.7655,49536
19.76932,49142
19.77313,48705
19.77693,48113
19.78075,48089
19.78457,47940
19.78838,47477
19.79218,46658
19.796,46704
19.79982,46490
19.80363,45955
19.80745,46249
19.81125,47535
19.81507,48985
19.81888,49828
19.8227,51894
19.8265,53298
19.83032,54115
19.83413,53919
19.83795,52878
19.84175,50474
19.84557,48538
19.84938,47520
19.8532,47566
19.857,48460
19.86082,49811
19.86463,51697
19.86845,53609
19.87225,54606
19.87607,55177
19.87988,55540
19.8837,55316
19.8875,55366
19.89132,55007
19.89513,55171
19.89895,53799
19.90275,50441
19.90657,47484
19.91038,44730
19.9142,43732
19.91802,42717
19.92182,41988
19.92563,41280
19.92945,41601
19.93327,41647
19.93707,41532
19.94088,41061
19.9447,40596
19.94852,40631
19.95232,40898
19.95613,41834
19.95995,42707
19.96377,44104
19.96757,45783
19.97138,47702
19.9752,49912
19.97902,52275
19.98282,53761
19.98663,54353
19.99045,54712
19.99427,54399
19.99807,52775
20.00188,49678
20.0057,46058
20.00952,43004
20.01332,40791
20.01713,39542
20.02095,38886
20.02477,38808
20.02857,38750
20.03238,38916
20.0362,40289
20.04002,41864
20.04383,43382
20.04763,44024
20.05145,46009
20.05527,47095
20.05908,47441
20.06288,46426
20.0667,44406
20.07052,42762
20.07433,41106
20.07813,41589
20.08195,44621
20.08577,48318
20.08958,52170
20.09338,55912
20.0972,58492
20.10102,58850
20.10483,57864
20.10863,55041
20.11245,51618
20.11627,49001
20.12008,47030
20.12388,45546
20.1277,44092
20.13152,42249
20.13533,41317
20.13913,41458
20.14295,41803
20.14677,42190
20.15058,42844
20.1544,45577
20.1582,50714
20.16202,58289
20.16583,67343
20.16965,77457
20.17345,86589
20.17727,92390
20.18108,93789
20.1849,89910
20.1887,82377
20.19252,73166
20.19633,64278
20.20015,56110
20.20395,50809
20.20777,47581
20.21158,45052
20.2154,43336
20.2192,41691
20.22302,40892
20.22683,40321
20.23065,39878
20.23445,40211
20.23827,40590
20.24208,39557
20.2459,40453
20.2497,41371
20.25352,41600
20.25733,41101
20.26115,39312
20.26497,38849
20.26877,39504
20.27258,39243
20.2764,39638
20.28022,39555
20.28402,39734
20.28783,40983
20.29165,41557
20.29547,42229
20.29927,42457
20.30308,42320
20.3069,41967
20.31072,41453
20.31452,41429
20.31833,41587
20.32215,41417
20.32597,40506
20.32977,40336
20.33358,39867
20.3374,39448
20.34122,39780
20.34502,41014
20.34883,43130
20.35265,46085
20.35647,50929
20.36027,58558
20.36408,68951
20.3679,81012
20.37172,96696
20.37552,111715
20.37933,126075
20.38315,139872
20.38697,150158
20.39078,156217
20.39458,158807
20.3984,153600
20.40222,143579
20.40603,128876
20.40983,108077
20.41365,87579
20.41747,70557
20.42128,58438
20.42508,52338
20.4289,49253
20.43272,49319
20.43653,51128
20.44033,55112
20.44415,61140
20.44797,67497
20.45178,73078
20.45558,76542
20.4594,77897
20.46322,78495
20.46703,77970
20.47083,77449
20.47465,74967
20.47847,70659
20.48228,65253
20.48608,59518
20.4899,53806
20.49372,49155
20.49753,45729
20.50135,43675
20.50515,42665
20.50897,43903
20.51278,48489
20.5166,55158
20.5204,67694
20.52422,89803
20.52803,124014
20.53185,169766
20.53565,224443
20.53947,281106
20.54328,330640
20.5471,366423
20.5509,382506
20.55472,378028
20.55853,353905
20.56235,314299
20.56615,261278
20.56997,204565
20.57378,154069
20.5776,114591
20.5814,86117
20.58522,67017
20.58903,56095
20.59285,50325
20.59665,48307
20.60047,46521
20.60428,45412
20.6081,44636
20.61192,44499
20.61572,44053
20.61953,43529
20.62335,43461
20.62717,43114
20.63097,42159
20.63478,42359
20.6386,42793
20.64242,42188
20.64622,41337
20.65003,40444
20.65385,39978
20.65767,39893
20.66147,40251
20.66528,40819
20.6691,41063
20.67292,43503
20.67672,46737
20.68053,49590
20.68435,51239
20.68817,51272
20.69197,49754
20.69578,47428
20.6996,45426
20.70342,44005
20.70722,42958
20.71103,42227
20.71485,41553
20.71867,41871
20.72248,42370
20.72628,43273
20.7301,46014
20.73392,52934
20.73773,66413
20.74153,91699
20.74535,133430
20.74917,193714
20.75298,268808
20.75678,349917
20.7606,419242
20.76442,460446
20.76823,459243
20.77203,418471
20.77585,348251
20.77967,268141
20.78348,199488
20.78728,152603
20.7911,131875
20.79492,136097
20.79873,160706
20.80253,198698
20.80635,240209
20.81017,270227
20.81398,278808
20.81778,263162
20.8216,228731
20.82542,185703
20.82923,142976
20.83303,106471
20.83685,80864
20.84067,65019
20.84448,55248
20.8483,49309
20.8521,45759
20.85592,43596
20.85973,42757
20.86355,42361
20.86735,42482
20.87117,42630
20.87498,43237
20.8788,43459
20.8826,43395
20.88642,43707
20.89023,44059
20.89405,43919
20.89785,43530
20.90167,43122
20.90548,43077
20.9093,44521
20.9131,47011
20.91692,51072
20.92073,57214
20.92455,65111
20.92835,74281
20.93217,81115
20.93598,84897
20.9398,83718
20.9436,76247
20.94742,66953
20.95123,58542
20.95505,51536
20.95887,45279
20.96267,41391
20.96648,39604
20.9703,38545
20.97412,37754
20.97792,37240
20.98173,37120
20.98555,37285
20.98937,37811
20.99317,38285
20.99698,38968
21.0008,39416
21.00462,40433
21.00842,42474
21.01223,46854
21.01605,55459
21.01987,69101
21.02367,88729
21.02748,112545
21.0313,136937
21.03512,156054
21.03892,166432
21.04273,166724
21.04655,156776
21.05037,140065
21.05417,120240
21.05798,99056
21.0618,81426
21.06562,68880
21.06943,62151
21.07323,61813
21.07705,65741
21.08087,71394
21.08468,77916
21.08848,82840
21.0923,85521
21.09612,84880
21.09993,79126
21.10373,70784
21.10755,62340
