T:\DATA_2019\Etude_supercarburants_SVI\ech_01_hydro.D Fri Jan 10 12:35:05 2020,
Start of data points,Area
27.76442,53897
27.76823,54297
27.77205,54092
27.77585,53945
27.77967,53583
27.78348,52559
27.7873,50764
27.7911,49292
27.79492,47655
27.79873,48132
27.80255,48695
27.80635,49870
27.81017,51050
27.81398,52539
27.8178,53884
27.8216,54422
27.82542,54433
27.82923,54181
27.83305,53240
27.83685,53283
27.84067,52959
27.84448,51210
27.8483,49971
27.8521,48950
27.85592,48418
27.85973,48339
27.86355,47011
27.86737,47239
27.87117,48241
27.87498,49112
27.8788,50572
27.88262,51776
27.88642,52363
27.89023,51628
27.89405,50703
27.89787,49496
27.90167,49162
27.90548,48809
27.9093,48025
27.91312,47607
27.91692,47396
27.92073,46824
27.92455,47465
27.92837,48178
27.93217,48908
27.93598,49633
27.9398,51524
27.94362,51950
27.94742,53337
27.95123,53389
27.95505,53048
27.95887,51916
27.96267,50582
27.96648,49480
27.9703,48405
27.97412,47931
27.97793,48266
27.98173,48241
27.98555,47615
27.98937,47809
27.99318,48117
27.99698,48002
28.0008,47398
28.00462,47384
28.00843,47630
28.01223,48605
28.01605,50082
28.01987,50521
28.02368,50987
28.02748,51727
28.0313,51761
28.03512,52116
28.03893,52047
28.04273,51980
28.04655,52437
28.05037,52076
28.05418,51419
28.05798,51103
28.0618,50194
28.06562,48908
28.06943,47724
28.07323,47567
28.07705,46891
28.08087,46703
28.08468,45914
28.08848,45467
28.0923,45378
28.09612,45823
28.09993,46362
28.10375,47009
28.10755,47443
28.11137,48350
28.11518,49160
28.119,49701
28.1228,52150
28.12662,53460
28.13043,53735
28.13425,53069
28.13805,52349
28.14187,52127
28.14568,51143
28.1495,50068
28.1533,49210
28.15712,49350
28.16093,51178
28.16475,52192
28.16855,54389
28.17237,55567
28.17618,56883
28.18,57411
28.1838,57138
28.18762,57038
28.19143,56673
28.19525,54495
28.19905,52841
28.20287,51728
28.20668,51750
28.2105,51075
28.21432,49618
28.21812,48557
28.22193,48100
28.22575,48154
28.22957,47689
28.23337,46815
28.23718,46616
28.241,46682
28.24482,46001
28.24862,45805
28.25243,45854
28.25625,46955
28.26007,47322
28.26387,47714
28.26768,47367
28.2715,48218
28.27532,48384
28.27912,48947
28.28293,48969
28.28675,48092
28.29057,48110
28.29437,48582
28.29818,48741
28.302,48339
28.30582,48212
28.30962,48549
28.31343,48800
28.31725,49048
28.32107,49838
28.32488,49944
28.32868,49771
28.3325,49984
28.33632,49280
28.34013,48480
28.34393,48014
28.34775,47616
28.35157,47300
28.35538,46660
28.35918,46640
28.363,47088
28.36682,46957
28.37063,47495
28.37443,47856
28.37825,47504
28.38207,46802
28.38588,46874
28.38968,47355
28.3935,47415
28.39732,46934
28.40113,46067
28.40493,46231
28.40875,45497
28.41257,46130
28.41638,46483
28.42018,47082
28.424,47202
28.42782,47223
28.43163,47457
28.43543,46975
28.43925,46307
28.44307,46381
28.44688,46851
28.4507,47476
28.4545,47766
28.45832,47505
28.46213,47140
28.46595,46894
28.46975,46710
28.47357,46782
28.47738,46751
28.4812,47017
28.485,46535
28.48882,46891
28.49263,45709
28.49645,45470
28.50025,46784
28.50407,46834
28.50788,47666
28.5117,47637
28.5155,47745
28.51932,47516
28.52313,46688
28.52695,47093
28.53075,48864
28.53457,51112
28.53838,52999
28.5422,55222
28.546,56878
28.54982,59044
28.55363,60315
28.55745,62238
28.56127,61810
28.56507,60148
28.56888,57888
28.5727,56359
28.57652,55202
28.58032,54210
28.58413,53391
28.58795,52778
28.59177,53952
28.59557,55112
28.59938,54940
28.6032,54289
28.60702,53696
28.61082,52790
28.61463,51919
28.61845,50907
28.62227,50085
28.62607,49918
28.62988,48553
28.6337,48202
28.63752,48323
28.64132,48164
28.64513,48074
28.64895,48279
28.65277,48173
28.65657,48601
28.66038,49875
28.6642,50308
28.66802,50252
28.67183,49900
28.67563,50653
28.67945,50894
28.68327,50825
28.68708,50888
28.69088,50978
28.6947,52209
28.69852,55643
28.70233,60109
28.70613,65886
28.70995,72763
28.71377,82607
28.71758,97730
28.72138,118135
28.7252,143087
28.72902,169918
28.73283,192544
28.73663,204025
28.74045,200668
28.74427,184468
28.74808,160893
28.75188,136013
28.7557,114609
28.75952,96028
28.76333,85001
28.76713,80479
28.77095,77572
28.77477,76000
28.77858,76590
28.7824,79994
28.7862,86855
28.79002,96701
28.79383,106889
28.79765,115889
28.80145,120401
28.80527,118899
28.80908,112543
28.8129,104835
28.8167,97320
28.82052,90276
28.82433,84807
28.82815,80486
28.83195,76545
28.83577,72790
28.83958,70905
28.8434,69717
28.8472,68691
28.85102,68556
28.85483,69211
28.85865,69862
28.86245,70270
28.86627,71443
28.87008,72599
28.8739,73556
28.8777,74634
28.88152,75527
28.88533,75199
28.88915,73127
28.89295,71334
28.89677,70122
28.90058,69143
28.9044,69024
28.90822,68046
28.91202,67166
28.91583,66801
28.91965,65719
28.92347,65543
28.92727,65880
28.93108,65951
28.9349,65683
28.93872,65243
28.94252,63851
28.94633,62471
28.95015,62423
28.95397,63159
28.95777,63514
28.96158,63309
28.9654,63952
28.96922,64896
28.97302,65212
28.97683,65945
28.98065,67575
28.98447,70983
28.98827,75429
28.99208,82289
28.9959,90892
28.99972,98674
29.00352,104541
29.00733,106892
29.01115,105282
29.01497,102521
29.01878,99999
29.02258,97955
29.0264,98002
29.03022,100885
29.03403,103673
29.03783,105281
29.04165,104138
29.04547,100586
29.04928,96030
29.05308,91716
29.0569,87655
29.06072,84130
29.06453,80458
29.06833,78136
29.07215,77485
29.07597,77156
29.07978,75805
29.08358,74952
29.0874,74443
29.09122,74410
29.09503,73496
29.09883,72467
29.10265,71720
29.10647,72259
29.11028,73359
29.11408,72832
29.1179,73312
29.12172,73391
29.12553,73628
29.12935,74153
29.13315,74696
29.13697,75110
29.14078,74903
29.1446,74386
29.1484,74655
29.15222,75824
29.15603,77195
29.15985,77271
29.16365,77434
29.16747,77677
29.17128,77841
29.1751,79002
29.1789,80542
29.18272,80793
29.18653,79374
29.19035,78980
29.19415,79134
29.19797,77498
29.20178,76746
29.2056,77183
29.2094,78023
29.21322,77841
29.21703,78329
29.22085,78593
29.22465,78587
29.22847,79160
29.23228,79245
29.2361,79759
29.23992,80452
29.24372,80807
29.24753,81459
29.25135,83739
29.25517,88215
29.25897,94252
29.26278,103005
29.2666,114078
29.27042,125408
29.27422,134951
29.27803,143111
29.28185,149374
29.28567,151732
29.28947,152455
29.29328,150278
29.2971,147023
29.30092,142835
29.30472,137396
29.30853,131840
29.31235,126590
29.31617,121622
29.31997,118394
29.32378,116292
29.3276,113537
29.33142,111483
29.33522,111721
29.33903,110847
29.34285,109035
29.34667,109008
29.35048,109863
29.35428,110600
29.3581,111679
29.36192,111552
29.36573,112836
29.36953,114007
29.37335,113859
29.37717,113479
29.38098,114656
29.38478,115236
29.3886,116317
29.39242,116752
29.39623,117245
29.40003,117858
29.40385,118883
29.40767,121244
29.41148,122653
29.41528,124675
29.4191,126420
29.42292,126712
29.42673,127169
29.43053,127865
29.43435,128664
29.43817,129633
29.44198,130232
29.44578,131713
29.4496,134210
29.45342,135968
29.45723,137221
29.46103,137885
29.46485,139717
29.46867,141289
29.47248,142375
29.4763,142872
29.4801,143472
29.48392,144984
29.48773,146898
29.49155,148585
29.49535,150596
29.49917,152443
29.50298,154310
29.5068,156412
29.5106,158644
29.51442,160764
29.51823,162623
29.52205,164459
29.52585,166831
29.52967,169761
29.53348,173249
29.5373,176713
29.5411,179912
29.54492,182656
29.54873,186580
29.55255,189822
29.55635,192378
29.56017,194828
29.56398,198043
29.5678,201104
29.5716,204921
29.57542,208395
29.57923,213711
29.58305,218652
29.58687,225883
29.59067,242850
29.59448,283869
29.5983,384450
29.60212,623521
29.60592,1161634
29.60973,2285822
29.61355,4451063
29.61737,8124041
29.62117,1.35E+07
29.62498,2.03E+07
29.6288,2.80E+07
29.63262,3.55E+07
29.63642,4.22E+07
29.64023,4.75E+07
29.64405,5.17E+07
29.64787,5.47E+07
29.65167,5.66E+07
29.65548,5.75E+07
29.6593,5.73E+07
29.66312,5.49E+07
29.66692,4.85E+07
29.67073,3.81E+07
29.67455,2.65E+07
29.67837,1.69E+07
29.68217,1.07E+07
29.68598,7196653
29.6898,5197061
29.69362,3970298
29.69743,3150127
29.70123,2576621
29.70505,2157164
29.70887,1838100
29.71268,1593442
29.71648,1401326
29.7203,1244503
29.72412,1112410
29.72793,1000082
29.73173,907820
29.73555,830709
29.73937,766659
29.74318,709583
29.74698,657995
29.7508,612221
29.75462,572745
29.75843,538136
29.76223,506916
29.76605,480261
29.76987,456726
29.77368,435757
29.77748,413897
29.7813,393994
29.78512,376413
29.78893,361018
29.79273,347314
29.79655,334611
29.80037,323384
29.80418,313177
29.80798,302961
29.8118,292848
29.81562,283627
29.81943,274127
29.82325,264503
29.82705,255512
29.83087,247850
29.83468,242735
29.8385,238480
29.8423,233957
29.84612,228047
29.84993,222522
29.85375,217166
29.85755,211832
29.86137,207315
29.86518,204242
29.869,201552
29.8728,198370
29.87662,194481
29.88043,191502
29.88425,189553
29.88805,188683
29.89187,186687
29.89568,183268
29.8995,179721
29.9033,176036
29.90712,173342
29.91093,169945
29.91475,167300
29.91855,165619
29.92237,164149
29.92618,160690
29.93,157760
29.93382,155174
29.93762,152649
29.94143,150543
29.94525,148229
29.94907,146065
29.95287,145205
29.95668,145304
29.9605,144544
29.96432,143351
29.96812,141656
29.97193,140390
29.97575,139628
29.97957,138693
29.98337,137316
29.98718,134573
29.991,132457
29.99482,130433
29.99862,129119
30.00243,129394
30.00625,129014
30.01007,128065
30.01387,127120
30.01768,125801
30.0215,124452
30.02532,124370
30.02912,124563
30.03293,124270
30.03675,122922
30.04057,122006
30.04438,120601
30.04818,119293
30.052,118390
30.05582,118435
30.05963,118038
30.06343,117536
30.06725,116905
30.07107,116562
30.07488,116744
30.07868,116658
30.0825,115971
30.08632,114344
30.09013,113011
30.09393,112803
30.09775,113012
30.10157,113454
30.10538,114174
30.10918,113649
30.113,112480
30.11682,110375
30.12063,108690
30.12443,108219
30.12825,108739
30.13207,109478
30.13588,109234
30.13968,108174
30.1435,107570
30.14732,107717
30.15113,109004
30.15493,110273
30.15875,111850
30.16257,113117
30.16638,113622
30.1702,112254
30.174,110587
30.17782,109093
30.18163,108310
30.18545,106962
30.18925,106496
30.19307,106273
30.19688,105631
30.2007,105435
30.2045,104940
30.20832,104000
30.21213,103566
30.21595,103452
30.21975,103304
30.22357,101395
30.22738,102949
30.2312,102872
30.235,102163
30.23882,101956
30.24263,101632
30.24645,101533
30.25025,100896
30.25407,100773
30.25788,101043
30.2617,101558
30.2655,100383
30.26932,99178
30.27313,99298
30.27695,98877
30.28077,98310
30.28457,98485
30.28838,98884
30.2922,99061
30.29602,98713
30.29982,99028
30.30363,100099
30.30745,100284
30.31127,99359
30.31507,98224
30.31888,97142
30.3227,96501
30.32652,95404
30.33032,95871
30.33413,96892
30.33795,98022
30.34177,98202
30.34557,98072
30.34938,97523
30.3532,97386
30.35702,97812
30.36082,98838
30.36463,100363
30.36845,104010
30.37227,109485
30.37607,116746
30.37988,125096
30.3837,132094
30.38752,135696
30.39133,137394
30.39513,143842
30.39895,159206
30.40277,186981
30.40658,229800
30.41038,284175
30.4142,341006
30.41802,383607
30.42183,402231
30.42563,393150
30.42945,361715
30.43327,320908
30.43708,284728
30.44088,255789
30.4447,236917
30.44852,224753
30.45233,218123
30.45613,214508
30.45995,212147
30.46377,209724
30.46758,206374
30.47138,201103
30.4752,195971
30.47902,192180
30.48283,189585
30.48663,187346
30.49045,184171
30.49427,180257
30.49808,177142
30.50188,174954
30.5057,172690
30.50952,169260
30.51333,165656
30.51715,163755
30.52095,161981
30.52477,159964
30.52858,157734
30.5324,156134
30.5362,154347
30.54002,152824
30.54383,151762
30.54765,150616
30.55145,149451
30.55527,148217
30.55908,146741
30.5629,146304
30.5667,146174
30.57052,145834
30.57433,145993
30.57815,146234
30.58195,145846
30.58577,144816
30.58958,143499
30.5934,142365
30.5972,140283
30.60102,138759
30.60483,137490
30.60865,136295
30.61245,134315
30.61627,133833
30.62008,133956
30.6239,133994
30.62772,133139
30.63152,131652
30.63533,131093
30.63915,129950
30.64297,130141
30.64677,129349
30.65058,128806
30.6544,129853
30.65822,132411
30.66202,135762
30.66583,140182
30.66965,144976
30.67347,149963
30.67727,154859
30.68108,157413
30.6849,156857
30.68872,152981
30.69252,148073
30.69633,145425
30.70015,142109
30.70397,139155
30.70777,137613
30.71158,135965
30.7154,134303
30.71922,132732
30.72302,132071
30.72683,131539
30.73065,131765
30.73447,129962
30.73828,128757
30.74208,127360
30.7459,127244
30.74972,127152
30.75353,125804
30.75733,125578
30.76115,126151
30.76497,125873
30.76878,124574
30.77258,124102
30.7764,123925
30.78022,123779
30.78403,123375
30.78783,122325
30.79165,121152
30.79547,120280
30.79928,118794
30.80308,118609
30.8069,118534
30.81072,119357
30.81453,118913
30.81833,118412
30.82215,117869
30.82597,117784
30.82978,118701
30.83358,118739
30.8374,118259
30.84122,117253
30.84503,117506
30.84885,118126
30.85265,117512
30.85647,116256
30.86028,115907
30.8641,116199
30.8679,115692
30.87172,115822
30.87553,116086
30.87935,115465
30.88315,114802
30.88697,113938
30.89078,114331
30.8946,113778
30.8984,112972
30.90222,113253
30.90603,113968
30.90985,114054
30.91365,113096
30.91747,112182
30.92128,111903
30.9251,112842
30.9289,113314
30.93272,112423
30.93653,112097
30.94035,111539
30.94415,111360
30.94797,112009
30.95178,113656
30.9556,114495
30.9594,114181
30.96322,112526
30.96703,113302
30.97085,112693
30.97467,112127
30.97847,112178
30.98228,112308
30.9861,113301
30.98992,113976
30.99372,114375
30.99753,113037
31.00135,112203
31.00517,112645
31.00897,113834
31.01278,114522
31.0166,113104
31.02042,112137
31.02422,113034
31.02803,113691
31.03185,113898
31.03567,112661
31.03947,111993
31.04328,112495
31.0471,113109
31.05092,112144
31.05472,112376
31.05853,110509
31.06235,111526
31.06617,111544
31.06997,112745
31.07378,113316
31.0776,111900
31.08142,112642
31.08523,112817
31.08903,112841
31.09285,112245
31.09667,111458
31.10048,111388
31.10428,113612
31.1081,114760
31.11192,114190
31.11573,113429
31.11953,113396
31.12335,112655
31.12717,111461
31.13098,111004
31.13478,113293
31.1386,113736
31.14242,114303
31.14623,114617
31.15003,115033
31.15385,116398
31.15767,118634
31.16148,119885
31.16528,119829
31.1691,118930
31.17292,118535
31.17673,118852
31.18053,118718
31.18435,118336
31.18817,117566
31.19198,116575
31.1958,115887
31.1996,115856
31.20342,115638
31.20723,115768
31.21105,115864
31.21485,115635
31.21867,115719
31.22248,115426
31.2263,115334
31.2301,115323
31.23392,114765
31.23773,113771
31.24155,113998
31.24535,114127
31.24917,114090
31.25298,114643
31.2568,114867
31.2606,114594
31.26442,114030
31.26823,114086
31.27205,114027
31.27585,114408
31.27967,114753
31.28348,115040
31.2873,115008
31.2911,115828
31.29492,116082
31.29873,117019
31.30255,118120
31.30635,118446
31.31017,118330
31.31398,118342
31.3178,117905
31.32162,117456
31.32542,117450
31.32923,118321
31.33305,120006
31.33687,122001
31.34067,123698
31.34448,125071
31.3483,126171
31.35212,127451
31.35592,128317
31.35973,127341
31.36355,125986
31.36737,125239
31.37117,124362
31.37498,124434
31.3788,124603
31.38262,124630
31.38642,123989
31.39023,123536
31.39405,123394
31.39787,122994
31.40167,123383
31.40548,122892
31.4093,123217
31.41312,123371
31.41692,123620
31.42073,122378
31.42455,121888
31.42837,122914
31.43218,123463
31.43598,123928
31.4398,124352
31.44362,124102
31.44743,123476
31.45123,122595
31.45505,123078
31.45887,123161
31.46268,123163
31.46648,123169
31.4703,123610
31.47412,123874
31.47793,123377
31.48173,124784
31.48555,124998
31.48937,125302
31.49318,126098
31.49698,126940
31.5008,126357
31.50462,125059
31.50843,124238
31.51223,124208
31.51605,124796
31.51987,125224
31.52368,125440
31.52748,125711
31.5313,126545
31.53512,126726
31.53893,127483
31.54275,127566
31.54655,126946
31.55037,125273
31.55418,124328
31.558,124589
31.5618,125237
31.56562,125762
31.56943,126701
31.57325,126738
31.57705,126534
31.58087,127310
31.58468,128380
31.5885,128224
31.5923,128676
31.59612,128451
31.59993,128446
31.60375,128592
31.60755,128377
31.61137,128879
31.61518,129416
31.619,129745
31.6228,129858
31.62662,129079
31.63043,129458
31.63425,129773
31.63805,130488
31.64187,130245
31.64568,130641
31.6495,130789
31.6533,131177
31.65712,131677
31.66093,132460
31.66475,132361
31.66857,132296
31.67237,132065
31.67618,131395
31.68,131032
31.68382,130578
31.68762,131189
31.69143,131960
31.69525,131297
31.69907,132473
31.70287,133680
31.70668,135598
31.7105,134907
31.71432,133835
31.71812,132750
31.72193,132840
31.72575,133372
31.72957,134266
31.73337,135273
31.73718,136330
31.741,135574
31.74482,135101
31.74862,135172
31.75243,135753
31.75625,135677
31.76007,135574
31.76387,136013
31.76768,136946
31.7715,136929
31.77532,136571
31.77913,135082
31.78293,135780
31.78675,136308
31.79057,137432
31.79438,138634
31.79818,139913
31.802,140258
31.80582,140034
31.80963,140540
31.81343,140939
31.81725,141803
31.82107,142030
31.82488,142009
31.82868,143770
31.8325,146489
31.83632,150980
31.84013,155728
31.84393,158133
31.84775,160002
31.85157,158963
31.85538,155281
31.85918,151167
31.863,148716
31.86682,147903
31.87063,147339
31.87443,147885
31.87825,148945
31.88207,149132
31.88588,149596
31.8897,151425
31.8935,152839
31.89732,152390
31.90113,150560
31.90495,149194
31.90875,147612
31.91257,147415
31.91638,147267
31.9202,148297
31.924,148936
31.92782,149167
31.93163,149078
31.93545,148423
31.93925,148817
31.94307,149550
31.94688,149417
31.9507,148615
31.9545,149564
31.95832,151306
31.96213,152008
31.96595,152166
31.96975,152472
31.97357,154198
31.97738,154196
31.9812,154496
31.985,155218
31.98882,155559
31.99263,155982
31.99645,156385
32.00027,156203
32.00407,154917
32.00788,154916
32.0117,155053
32.01552,155065
32.01932,155578
32.02313,155877
32.02695,156641
32.03077,157003
32.03457,157336
32.03838,157700
32.0422,158407
32.04602,158515
32.04982,158539
32.05363,158320
32.05745,158751
32.06127,159420
32.06507,160191
32.06888,160491
32.0727,159093
32.07652,158851
32.08032,158107
32.08413,159230
32.08795,161209
32.09177,161328
32.09557,161829
32.09938,161029
32.1032,161233
32.10702,161992
32.11082,163204
32.11463,163546
32.11845,162730
32.12227,162171
32.12608,163441
32.12988,164929
32.1337,166133
32.13752,165905
32.14133,166910
32.14513,168384
32.14895,168185
32.15277,166568
32.15658,166430
32.16038,167717
32.1642,168566
32.16802,168243
32.17183,167610
32.17563,167915
32.17945,168329
32.18327,168847
32.18708,169231
32.19088,169261
32.1947,170033
32.19852,169883
32.20233,169362
32.20613,170509
32.20995,172420
32.21377,173493
32.21758,174836
32.22138,173848
32.2252,173599
32.22902,173460
32.23283,172837
32.23665,173850
32.24045,175436
32.24427,176057
32.24808,176477
32.2519,175402
32.2557,175035
32.25952,175413
32.26333,175596
32.26715,177310
32.27095,177825
32.27477,177754
32.27858,177546
32.2824,178122
32.2862,177450
32.29002,178663
32.29383,178273
32.29765,178007
32.30145,178646
32.30527,179649
32.30908,179835
32.3129,180547
32.3167,181337
32.32052,181272
32.32433,181784
32.32815,183311
32.33195,183674
32.33577,184975
32.33958,186217
32.3434,185683
32.34722,185046
32.35102,184706
32.35483,185288
32.35865,186012
32.36247,186277
32.36627,186861
32.37008,186847
32.3739,187773
32.37772,189395
32.38152,190512
32.38533,190898
32.38915,190625
32.39297,190217
32.39677,191467
32.40058,192685
32.4044,193130
32.40822,192818
32.41202,193539
32.41583,193774
32.41965,193726
32.42347,194486
32.42727,196103
32.43108,197202
32.4349,197663
32.43872,197541
32.44252,198137
32.44633,198291
32.45015,198612
32.45397,198436
32.45777,198411
32.46158,198668
32.4654,199523
32.46922,200059
32.47303,200791
32.47683,200858
32.48065,201758
32.48447,203997
32.48828,204385
32.49208,204580
32.4959,205423
32.49972,206546
32.50353,205934
32.50733,205997
32.51115,206836
32.51497,208155
32.51878,208371
32.52258,208306
32.5264,208515
32.53022,208604
32.53403,208057
32.53783,208215
32.54165,207728
32.54547,208913
32.54928,209717
32.55308,211529
32.5569,212666
32.56072,213967
32.56453,213534
32.56833,213585
32.57215,213902
32.57597,214086
32.57978,213909
32.5836,215133
32.5874,216356
32.59122,217109
32.59503,218158
32.59885,219935
32.60265,220285
32.60647,221087
32.61028,221850
32.6141,222126
32.6179,223362
32.62172,223310
32.62553,224007
32.62935,224519
32.63315,225333
32.63697,224727
32.64078,224197
32.6446,224647
32.6484,226964
32.65222,227813
32.65603,228488
32.65985,230417
32.66365,230436
32.66747,229874
32.67128,230026
32.6751,232013
32.6789,233348
32.68272,234146
32.68653,233740
32.69035,232511
32.69417,235470
32.69797,237662
32.70178,237323
32.7056,236806
32.70942,237006
32.71322,237616
32.71703,237690
32.72085,238981
32.72467,239028
32.72847,238416
32.73228,238963
32.7361,240886
32.73992,242565
32.74372,243764
32.74753,245095
32.75135,245301
32.75517,245103
32.75897,245093
32.76278,245181
32.7666,246459
32.77042,247060
32.77422,249452
32.77803,250867
32.78185,250911
32.78567,250715
32.78947,250995
32.79328,252009
32.7971,252656
32.80092,252164
32.80472,253329
32.80853,253712
32.81235,254048
32.81617,255007
32.81998,257213
32.82378,258143
32.8276,259007
32.83142,259496
32.83523,260376
32.83903,261163
32.84285,261995
32.84667,262136
32.85048,262531
32.85428,263245
32.8581,262969
32.86192,264356
32.86573,265795
32.86953,267724
32.87335,270035
32.87717,272271
32.88098,274338
32.88478,274342
32.8886,274305
32.89242,274571
32.89623,273200
32.90003,273435
32.90385,273335
32.90767,273779
32.91148,274678
32.91528,276270
32.9191,276145
32.92292,278015
32.92673,278637
32.93055,279867
32.93435,279745
32.93817,279893
32.94198,280610
32.9458,280668
32.9496,280389
32.95342,282138
32.95723,284304
32.96105,284660
32.96485,286640
32.96867,287464
32.97248,288689
32.9763,288292
32.9801,287668
32.98392,288068
32.98773,288357
32.99155,288425
32.99535,288828
32.99917,289110
33.00298,290169
33.0068,291514
33.0106,292875
33.01442,292451
33.01823,292254
33.02205,293064
33.02585,294919
33.02967,297934
33.03348,303587
33.0373,313366
33.04112,331418
33.04492,357288
33.04873,393279
33.05255,432709
33.05637,464951
33.06017,480537
33.06398,474454
33.0678,451186
33.07162,419783
33.07542,390742
33.07923,368594
33.08305,355479
33.08687,349630
33.09067,346423
33.09448,344035
33.0983,342067
33.10212,341567
33.10592,342599
33.10973,344024
33.11355,343860
33.11737,344386
33.12117,341948
33.12498,342632
33.1288,342330
33.13262,342655
33.13642,340938
33.14023,340559
33.14405,340597
33.14787,340843
33.15167,341720
33.15548,342711
33.1593,342509
33.16312,342896
33.16693,343070
33.17073,343230
33.17455,346046
33.17837,348910
33.18218,348545
33.18598,347387
33.1898,348573
33.19362,348697
33.19743,348261
33.20123,347648
33.20505,347263
33.20887,347026
33.21268,348931
33.21648,352158
33.2203,353952
33.22412,352963
33.22793,352826
33.23173,353309
33.23555,354508
33.23937,353647
33.24318,351777
33.24698,351859
33.2508,352237
33.25462,352537
33.25843,353136
33.26223,352647
33.26605,353843
33.26987,357020
33.27368,357797
33.2775,358457
33.2813,359605
33.28512,360421
33.28893,359621
33.29275,359645
33.29655,359846
33.30037,361655
33.30418,363487
33.308,364117
33.3118,363369
33.31562,362598
33.31943,361133
33.32325,359379
33.32705,359177
33.33087,361941
33.33468,362431
33.3385,362653
33.3423,362539
33.34612,362317
33.34993,363195
33.35375,363815
33.35755,366809
33.36137,368350
33.36518,366683
33.369,368257
33.3728,369618
33.37662,371643
33.38043,372897
33.38425,374424
33.38807,373590
33.39187,372107
33.39568,371114
33.3995,370909
33.40332,371544
33.40712,373850
33.41093,376252
33.41475,376310
33.41857,376949
33.42237,376919
33.42618,376635
33.43,377347
33.43382,377934
33.43762,380810
33.44143,381297
33.44525,382690
33.44907,381917
33.45287,381099
33.45668,382878
33.4605,382950
33.46432,383088
33.46812,381648
33.47193,381704
33.47575,384417
33.47957,385494
33.48337,385869
33.48718,386700
33.491,386936
33.49482,386428
33.49863,386460
33.50243,386557
33.50625,388182
33.51007,388213
33.51388,388780
33.51768,389145
33.5215,389685
33.52532,391830
33.52913,394513
33.53293,395487
33.53675,396457
33.54057,396916
33.54438,395712
33.54818,396249
33.552,397116
33.55582,398713
33.55963,398092
33.56343,396711
33.56725,395040
33.57107,396493
33.57488,398240
33.57868,398143
33.5825,401260
33.58632,407169
33.59013,406824
33.59393,405194
33.59775,403698
33.60157,405607
33.60538,406218
33.60918,406439
33.613,406128
33.61682,404975
33.62063,403623
33.62445,404962
33.62825,406487
33.63207,406967
33.63588,406685
33.6397,407629
33.6435,406686
33.64732,406093
33.65113,405458
33.65495,406801
33.65875,409176
33.66257,409925
33.66638,409622
33.6702,410740
33.674,408350
33.67782,408422
33.68163,410333
33.68545,411278
33.68925,413517
33.69307,413760
33.69688,415371
33.7007,418114
33.7045,418114
33.70832,416072
33.71213,415960
33.71595,416384
33.71975,417051
33.72357,417590
33.72738,417420
33.7312,419946
33.73502,421684
33.73882,422018
33.74263,421543
33.74645,420831
33.75027,419365
33.75407,420112
33.75788,420317
33.7617,420283
33.76552,421175
33.76932,421819
33.77313,422796
33.77695,423120
33.78077,423095
33.78457,423125
33.78838,422670
33.7922,423313
33.79602,425887
33.79982,428033
33.80363,429072
33.80745,427167
33.81127,428047
33.81507,427393
33.81888,427451
33.8227,426990
